time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731697399.6713305,16,16,326,254,-6.0,-14.0,60.0
1731697399.7093136,16,16,326,254,-6.0,-14.0,60.0
1731697399.7385654,16,16,326,253,-6.0,-13.0,60.0
1731697399.7685533,15,16,326,252,-6.0,-12.0,67.5
1731697399.8053553,15,16,326,249,-6.0,-9.0,67.5
1731697399.837514,15,15,326,245,-6.0,-5.0,67.5
1731697399.8690155,16,16,326,241,-6.0,-1.0,60.0
1731697399.9041297,16,16,326,237,-6.0,3.0,60.0
1731697399.937561,16,15,326,234,-6.0,6.0,60.0
1731697399.9695098,15,15,325,232,-5.0,8.0,67.5
1731697400.0048702,14,15,325,231,-5.0,9.0,75.0
1731697400.0383139,14,14,325,232,-5.0,8.0,75.0
1731697400.0692642,13,13,324,231,-4.0,9.0,82.5
1731697400.1052341,11,11,324,231,-4.0,9.0,97.5
1731697400.1369572,12,11,324,231,-4.0,9.0,90.0
1731697400.169871,12,11,324,230,-4.0,10.0,90.0
1731697400.2077491,10,11,323,229,-3.0,11.0,100
1731697400.2366204,10,12,323,228,-3.0,12.0,100
1731697400.271134,10,11,323,226,-3.0,14.0,100
1731697400.3072283,10,10,323,226,-3.0,14.0,100
1731697400.3376925,12,12,322,227,-2.0,13.0,90.0
1731697400.3698232,12,13,322,226,-2.0,14.0,90.0
1731697400.4043853,13,13,321,225,-1.0,15.0,82.5
1731697400.4376125,14,14,321,226,-1.0,14.0,75.0
1731697400.4682949,11,10,321,226,-1.0,14.0,97.5
1731697400.504517,13,13,321,225,-1.0,15.0,82.5
1731697400.5362957,13,13,320,225,0.0,15.0,82.5
1731697400.5693014,14,13,321,226,-1.0,14.0,75.0
1731697400.608836,13,14,319,227,1.0,13.0,82.5
1731697400.6362624,13,13,319,228,1.0,12.0,82.5
1731697400.6718085,14,14,319,230,1.0,10.0,75.0
1731697400.707741,13,13,319,232,1.0,8.0,82.5
1731697400.7363017,10,13,319,234,1.0,6.0,100
1731697400.7711716,11,13,318,236,2.0,4.0,97.5
1731697400.8057168,12,14,318,237,2.0,3.0,90.0
1731697400.8372045,14,15,317,236,3.0,4.0,75.0
1731697400.8681624,15,15,317,236,3.0,4.0,67.5
1731697400.9039161,14,14,317,237,3.0,3.0,75.0
1731697400.9360924,14,15,317,236,3.0,4.0,75.0
1731697400.9697764,14,15,317,237,3.0,3.0,75.0
1731697401.0048382,14,16,317,239,3.0,1.0,75.0
1731697401.0369146,14,16,317,240,3.0,0.0,75.0
1731697401.0724998,12,14,318,241,2.0,-1.0,90.0
1731697401.1054494,14,15,317,241,3.0,-1.0,75.0
1731697401.1369395,14,15,317,242,3.0,-2.0,75.0
1731697401.169614,12,13,318,242,2.0,-2.0,90.0
1731697401.204709,16,16,316,243,4.0,-3.0,60.0
1731697401.2370265,16,16,316,243,4.0,-3.0,60.0
1731697401.269612,14,16,317,242,3.0,-2.0,75.0
1731697401.3038833,12,13,318,240,2.0,0.0,90.0
1731697401.3366704,12,15,316,240,4.0,0.0,90.0
1731697401.3681462,13,15,316,241,4.0,-1.0,82.5
1731697401.4041476,15,16,314,242,6.0,-2.0,67.5
1731697401.4376554,16,17,314,242,6.0,-2.0,60.0
1731697401.4689744,14,16,315,242,5.0,-2.0,75.0
1731697401.5041425,15,17,313,241,7.0,-1.0,67.5
1731697401.5360284,14,16,313,242,7.0,-2.0,75.0
1731697401.5685194,15,17,312,242,8.0,-2.0,67.5
1731697401.607692,16,15,312,242,8.0,-2.0,60.0
1731697401.6363504,14,16,311,242,9.0,-2.0,75.0
1731697401.6684244,14,16,311,243,9.0,-3.0,75.0
1731697401.7040334,16,16,310,243,10.0,-3.0,60.0
1731697401.7505817,15,16,309,244,11.0,-4.0,67.5
1731697401.7700987,16,17,310,245,10.0,-5.0,60.0
1731697401.8068593,16,18,308,245,12.0,-5.0,60.0
1731697401.8365557,17,17,307,244,13.0,-4.0,52.5
1731697401.8680136,14,16,307,245,13.0,-5.0,75.0
1731697401.9039488,16,17,306,244,14.0,-4.0,60.0
1731697401.935946,17,18,305,246,15.0,-6.0,52.5
1731697401.9681063,18,17,305,246,15.0,-6.0,45.0
