time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731696955.6936965,16,15,310,241,10.0,-1.0,60.0
1731696955.727198,16,15,310,241,10.0,-1.0,60.0
1731696955.7582183,16,15,310,241,10.0,-1.0,60.0
1731696955.7896338,16,14,310,242,10.0,-2.0,60.0
1731696955.8233073,14,14,309,239,11.0,1.0,75.0
1731696955.8606129,15,14,308,235,12.0,5.0,67.5
1731696955.8902984,16,14,308,231,12.0,9.0,60.0
1731696955.9222615,14,14,307,228,13.0,12.0,75.0
1731696955.957771,14,14,307,225,13.0,15.0,75.0
1731696955.9898667,14,14,307,222,13.0,18.0,75.0
1731696956.0227566,15,14,306,221,14.0,19.0,67.5
1731696956.057728,16,14,306,221,14.0,19.0,60.0
1731696956.0920727,16,15,306,220,14.0,20.0,60.0
1731696956.1222084,16,14,306,220,14.0,20.0,60.0
1731696956.1609268,15,14,305,219,15.0,21.0,67.5
1731696956.1906993,14,15,305,219,15.0,21.0,75.0
1731696956.222889,14,15,305,220,15.0,20.0,75.0
1731696956.2580287,14,14,305,222,15.0,18.0,75.0
1731696956.290213,14,15,305,222,15.0,18.0,75.0
1731696956.3226354,15,15,304,222,16.0,18.0,67.5
1731696956.3598156,14,14,305,222,15.0,18.0,75.0
1731696956.389593,15,14,304,223,16.0,17.0,67.5
1731696956.4229171,16,14,304,224,16.0,16.0,60.0
1731696956.4601908,14,14,303,225,17.0,15.0,75.0
1731696956.4926224,14,14,303,226,17.0,14.0,75.0
1731696956.5224206,15,16,302,227,18.0,13.0,67.5
1731696956.5595727,16,14,302,229,18.0,11.0,60.0
1731696956.5924468,16,15,302,230,18.0,10.0,60.0
1731696956.6264272,14,14,301,231,19.0,9.0,75.0
1731696956.6597483,16,15,300,231,20.0,9.0,60.0
1731696956.6909688,16,15,300,232,20.0,8.0,60.0
1731696956.7228723,16,15,300,234,20.0,6.0,60.0
1731696956.7584598,15,15,298,236,22.0,4.0,67.5
1731696956.7916803,16,15,298,237,22.0,3.0,60.0
1731696956.8220897,16,15,297,238,23.0,2.0,60.0
1731696956.8602567,16,15,296,238,24.0,2.0,60.0
1731696956.8913982,16,15,296,239,24.0,1.0,60.0
1731696956.9226685,15,15,295,240,25.0,0.0,67.5
1731696956.9588387,14,14,295,241,25.0,-1.0,75.0
1731696956.9915614,16,15,294,241,26.0,-1.0,60.0
1731696957.0221784,16,15,293,241,27.0,-1.0,60.0
1731696957.0592036,16,15,292,241,28.0,-1.0,60.0
1731696957.090059,16,15,292,240,28.0,0.0,60.0
1731696957.1229606,16,15,292,241,28.0,-1.0,60.0
1731696957.1590142,16,15,290,242,30.0,-2.0,60.0
1731696957.19034,16,15,290,243,30.0,-3.0,60.0
1731696957.22261,16,15,290,243,30.0,-3.0,60.0
1731696957.2578046,17,15,289,243,31.0,-3.0,52.5
1731696957.2900665,16,16,288,244,32.0,-4.0,60.0
1731696957.3219132,16,15,288,244,32.0,-4.0,60.0
1731696957.358001,17,15,287,245,33.0,-5.0,52.5
