Timestamp,CPU Usage (%)
1731696736.9214876,26.3
1731696737.1245713,6.3
1731696737.3276439,7.6
1731696737.530914,9.0
1731696737.732271,6.6
1731696737.9332666,10.1
1731696738.1343853,10.1
1731696738.3356028,10.0
1731696738.5368097,7.7
1731696738.7379513,12.8
1731696738.939149,32.9
1731696739.140234,30.9
1731696739.3414638,30.4
1731696739.5426044,36.7
1731696739.7440104,29.1
1731696739.9453967,15.0
1731696740.1477015,12.8
1731696740.3512173,7.5
1731696740.554015,18.7
1731696740.7552161,19.2
1731696740.9562614,28.2
1731696741.1572545,29.1
1731696741.3586805,77.8
1731696741.5602045,84.8
1731696741.7659595,86.6
1731696741.9691565,95.0
1731696742.172283,97.5
1731696742.3735354,75.0
1731696742.5753734,55.6
1731696742.7767038,35.8
1731696742.9779623,33.8
1731696743.1794405,39.0
1731696743.3808727,38.8
1731696743.5821216,45.8
1731696743.7833104,34.2
1731696743.9845893,35.9
1731696744.1858637,35.1
1731696744.3871455,33.3
1731696744.5882766,36.7
1731696744.7895546,42.5
1731696744.9910364,50.0
1731696745.1922724,36.7
1731696745.3936038,28.4
1731696745.5952077,42.5
1731696745.7963002,37.5
1731696745.9978614,43.8
1731696746.1990972,34.6
1731696746.4002998,34.2
1731696746.6016958,42.5
1731696746.8029687,37.0
1731696747.0042603,44.4
1731696747.2054663,47.5
1731696747.4067502,35.5
1731696747.6080353,35.9
1731696747.8092196,31.6
1731696748.0104775,39.5
1731696748.2117376,56.3
1731696748.4130194,38.8
1731696748.6142726,35.1
1731696748.8156903,34.2
1731696749.0169623,38.7
1731696749.2181754,37.8
1731696749.419281,50.0
1731696749.6205683,32.9
1731696749.8217103,34.2
1731696750.0229254,35.4
1731696750.224316,34.6
1731696750.4255447,43.2
1731696750.626972,46.2
1731696750.828328,37.2
1731696751.0297792,32.1
1731696751.2322357,40.7
1731696751.4335346,43.0
1731696751.6348395,51.9
1731696751.8362982,32.5
1731696752.0377345,32.5
1731696752.2390392,37.5
1731696752.440251,37.8
1731696752.6416004,51.3
1731696752.8428533,38.7
1731696753.0442243,35.9
1731696753.245756,32.9
1731696753.44709,38.3
1731696753.6492465,46.2
1731696753.850537,44.6
1731696754.0518146,35.9
1731696754.2532,35.5
1731696754.4545333,35.4
1731696754.6556196,43.2
1731696754.8568091,52.4
1731696755.0580661,36.7
1731696755.259702,35.9
1731696755.461004,37.5
1731696755.6622334,42.5
1731696755.863553,51.9
1731696756.064827,33.7
1731696756.2662263,37.5
1731696756.4676454,20.8
1731696756.6690607,32.5
1731696756.8703358,55.0
1731696757.0716531,38.3
1731696757.2730877,38.0
1731696757.4742587,31.6
1731696757.6753123,35.4
1731696757.8766997,34.2
1731696758.0779366,51.2
1731696758.2792614,35.8
1731696758.4802532,37.5
