Timestamp,CPU Usage (%)
1731695325.556188,24.4
1731695325.759369,6.2
1731695325.9626265,3.8
1731695326.1657455,12.5
1731695326.3672423,7.7
1731695326.569318,6.4
1731695326.7707062,9.1
1731695326.9719162,7.8
1731695327.1731474,10.1
1731695327.3742309,17.7
1731695327.5752182,31.2
1731695327.7762349,34.2
1731695327.9775035,29.5
1731695328.1787581,42.2
1731695328.3799837,29.1
1731695328.5813277,16.5
1731695328.7832444,11.7
1731695328.9848268,10.0
1731695329.1878753,12.2
1731695329.3908958,16.7
1731695329.5937212,26.6
1731695329.794935,29.1
1731695329.9961944,30.9
1731695330.1975453,90.0
1731695330.399345,80.2
1731695330.6009614,88.8
1731695330.8027627,95.1
1731695331.0045948,80.8
1731695331.208551,68.8
1731695331.4098048,36.7
1731695331.6110244,36.2
1731695331.8122387,51.9
1731695332.0152786,43.0
1731695332.2168183,49.4
1731695332.4182508,32.9
1731695332.6192687,36.7
1731695332.820557,33.8
1731695333.0218573,41.8
1731695333.2231808,45.6
1731695333.424277,37.0
1731695333.6255622,38.3
1731695333.827021,40.3
1731695334.0283027,34.6
1731695334.229555,53.2
1731695334.4308395,38.0
1731695334.6322649,37.8
1731695334.8335998,38.0
1731695335.034785,35.1
1731695335.2360656,35.4
1731695335.437551,48.1
1731695335.6389575,35.0
1731695335.8402379,35.1
1731695336.041631,35.9
1731695336.2429116,35.4
1731695336.444257,45.0
1731695336.645674,47.5
1731695336.8468757,36.2
1731695337.04825,35.9
1731695337.2496252,34.2
1731695337.4509826,36.7
1731695337.6527135,50.0
1731695337.8539724,43.7
1731695338.055214,35.5
1731695338.2564838,37.2
1731695338.457792,36.7
1731695338.6592407,55.7
1731695338.860516,43.2
1731695339.061752,35.1
1731695339.2631254,35.1
1731695339.4642892,29.9
1731695339.665275,53.1
1731695339.8665175,38.3
1731695340.0680208,35.1
1731695340.2692566,32.5
1731695340.4705884,35.1
1731695340.6718245,37.5
1731695340.873076,56.1
1731695341.0745962,36.7
1731695341.2758312,35.1
1731695341.4770145,31.6
1731695341.6782486,38.3
1731695341.879264,57.0
1731695342.0805979,38.3
1731695342.2818224,35.9
1731695342.4830055,33.8
1731695342.684266,36.2
1731695342.8856778,56.1
1731695343.0871813,37.5
1731695343.288811,36.2
1731695343.4900007,34.2
1731695343.6912491,38.3
1731695343.8925018,56.3
1731695344.0938976,39.0
1731695344.2952647,37.2
1731695344.496567,35.1
1731695344.697944,35.1
1731695344.899307,37.0
1731695345.1007001,55.4
1731695345.3021278,35.9
1731695345.5032492,35.9
1731695345.7042964,35.1
1731695345.9055686,37.5
1731695346.1069787,57.3
1731695346.3082602,36.4
1731695346.5095446,37.5
1731695346.7108517,35.9
1731695346.912141,35.0
1731695347.1133132,57.5
1731695347.3145623,36.7
1731695347.5160193,34.6
1731695347.7172794,35.1
1731695347.9186022,36.2
1731695348.1199381,46.3
1731695348.3212945,54.3
1731695348.5227122,32.9
1731695348.7241583,33.8
1731695348.925272,37.5
1731695349.1292863,43.4
1731695349.3305523,50.6
1731695349.5318642,36.7
1731695349.7332177,36.7
1731695349.9342837,35.4
1731695350.135651,37.5
1731695350.3369555,48.8
1731695350.538276,54.4
1731695350.7397473,34.6
1731695350.940961,35.1
1731695351.142295,34.2
1731695351.3435512,39.5
1731695351.5447915,56.4
1731695351.7460644,34.6
1731695351.9472558,32.5
1731695352.1482682,36.7
1731695352.3496604,37.5
1731695352.550934,39.0
1731695352.7522154,56.4
1731695352.9532614,38.5
1731695353.1545832,36.7
1731695353.3558278,38.0
1731695353.557259,39.3
1731695353.758949,40.5
1731695353.960289,55.8
1731695354.1616046,36.7
1731695354.3627975,36.2
1731695354.5642228,38.3
1731695354.7652547,37.5
1731695354.9665797,55.0
1731695355.1678019,34.2
1731695355.3690863,38.3
1731695355.570305,37.5
1731695355.771655,37.5
1731695355.9762814,47.5
1731695356.1776993,38.5
1731695356.3789709,35.4
1731695356.5801537,37.0
1731695356.7814798,39.5
1731695356.982663,38.0
1731695357.1839056,53.2
1731695357.3851519,36.2
1731695357.5862498,39.0
1731695357.7875268,38.3
1731695357.9888527,38.0
1731695358.1900334,35.9
1731695358.3916197,55.7
1731695358.593074,38.3
1731695358.7945771,39.5
1731695358.9957964,38.3
1731695359.1969643,36.7
1731695359.398225,54.5
1731695359.599592,35.9
1731695359.800941,36.7
1731695360.0023336,38.0
1731695360.203716,39.5
1731695360.405176,53.2
1731695360.6062865,35.9
1731695360.8075929,36.4
1731695361.0088077,36.2
1731695361.210125,37.5
1731695361.4114206,50.6
1731695361.6128,35.9
1731695361.814068,35.9
1731695362.01532,39.0
1731695362.2167318,38.3
1731695362.4183764,52.4
1731695362.6206002,41.6
