time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731695128.0952857,20,18,280,328,40.0,-88.0,0.0
1731695128.1327994,18,17,279,328,41.0,-88.0,15.0
1731695128.1622744,18,18,279,328,41.0,-88.0,15.0
1731695128.192847,19,19,278,328,42.0,-88.0,7.5
1731695128.230909,20,18,278,329,42.0,-89.0,0.0
1731695128.5546212,20,18,278,330,42.0,-90.0,0.0
1731695128.559725,18,18,277,329,42.0,-90.0,0.0
1731695128.56343,19,19,276,328,42.0,-90.0,0.0
1731695128.5690098,20,19,276,327,44.0,-87.0,0.0
1731695128.5915046,14,13,269,318,51.0,-78.0,45.0
1731695128.6283064,12,12,268,316,52.0,-76.0,60.0
1731695128.6590977,12,13,268,313,52.0,-73.0,60.0
1731695128.6921227,12,12,268,310,52.0,-70.0,60.0
1731695128.7286453,14,14,267,307,53.0,-67.0,45.0
1731695128.7597187,14,14,267,304,53.0,-64.0,45.0
1731695128.7909727,14,14,267,303,53.0,-63.0,45.0
1731695128.8276832,14,13,267,300,53.0,-60.0,45.0
1731695128.859026,14,13,267,297,53.0,-57.0,45.0
1731695128.8910635,13,13,266,295,54.0,-55.0,52.5
1731695128.9277039,16,14,266,293,54.0,-53.0,30.0
1731695128.959593,16,14,266,289,54.0,-49.0,30.0
1731695128.9914954,15,13,265,287,55.0,-47.0,37.5
1731695129.0277085,16,14,266,284,54.0,-44.0,30.0
1731695129.059053,14,14,267,282,53.0,-42.0,45.0
1731695129.0923343,16,14,266,279,54.0,-39.0,30.0
1731695129.1287093,14,14,267,276,53.0,-36.0,45.0
1731695129.1597793,15,14,266,273,54.0,-33.0,37.5
1731695129.1928596,14,14,267,271,53.0,-31.0,45.0
1731695129.2277339,16,16,268,267,52.0,-27.0,30.0
1731695129.259904,16,16,268,265,52.0,-25.0,30.0
1731695129.2925193,16,15,268,263,52.0,-23.0,30.0
1731695129.3284886,15,14,267,261,53.0,-21.0,37.5
1731695129.3602023,16,14,268,259,52.0,-19.0,30.0
1731695129.3955374,15,14,268,257,52.0,-17.0,37.5
1731695129.4279773,16,15,268,255,52.0,-15.0,30.0
1731695129.462675,15,15,268,254,52.0,-14.0,37.5
1731695129.502405,16,15,270,252,50.0,-12.0,30.0
1731695129.5422535,16,14,270,251,50.0,-11.0,30.0
1731695129.5678566,16,15,270,250,50.0,-10.0,30.0
1731695129.5930848,16,14,270,249,50.0,-9.0,30.0
1731695129.6289327,14,14,271,249,49.0,-9.0,45.0
1731695129.6595666,17,16,271,248,49.0,-8.0,22.5
1731695129.6913908,16,16,272,247,48.0,-7.0,30.0
1731695129.7310593,18,16,273,246,47.0,-6.0,15.0
1731695129.761066,16,17,274,245,46.0,-5.0,30.0
1731695129.7920306,18,16,275,245,45.0,-5.0,15.0
1731695129.82811,18,16,275,245,45.0,-5.0,15.0
1731695129.8598533,17,16,274,244,46.0,-4.0,22.5
1731695129.891753,18,16,275,244,45.0,-4.0,15.0
1731695129.9306388,17,17,275,243,45.0,-3.0,22.5
1731695129.9599056,16,17,276,243,44.0,-3.0,30.0
1731695129.9923606,16,16,276,243,44.0,-3.0,30.0
1731695130.0269306,18,17,277,242,43.0,-2.0,15.0
1731695130.0595846,18,17,277,241,43.0,-1.0,15.0
1731695130.091456,18,16,277,240,43.0,0.0,15.0
1731695130.127574,18,17,277,239,43.0,1.0,15.0
1731695130.160191,18,16,277,239,43.0,1.0,15.0
1731695130.1919742,17,16,277,239,43.0,1.0,22.5
1731695130.227179,17,17,277,238,43.0,2.0,22.5
1731695130.2589638,16,17,278,237,42.0,3.0,30.0
1731695130.2918537,16,16,278,236,42.0,4.0,30.0
1731695130.3269048,18,18,278,235,42.0,5.0,15.0
1731695130.3589869,17,17,277,234,43.0,6.0,22.5
1731695130.3916984,16,17,278,234,42.0,6.0,30.0
1731695130.4287806,16,17,278,235,42.0,5.0,30.0
1731695130.4657881,17,17,277,235,43.0,5.0,22.5
1731695130.4957771,18,17,277,236,43.0,4.0,15.0
1731695130.5284903,17,17,277,237,43.0,3.0,22.5
1731695130.5599873,17,16,277,238,43.0,2.0,22.5
1731695130.5918155,17,17,277,238,43.0,2.0,22.5
1731695130.6274328,15,15,277,239,43.0,1.0,37.5
1731695130.6603093,16,16,278,240,42.0,0.0,30.0
1731695130.6919513,16,16,278,240,42.0,0.0,30.0
1731695130.7271695,16,16,278,240,42.0,0.0,30.0
1731695130.7589724,16,16,278,240,42.0,0.0,30.0
1731695130.7971854,16,15,278,240,42.0,0.0,30.0
1731695130.8275197,16,16,278,241,42.0,-1.0,30.0
1731695130.8604302,16,16,278,241,42.0,-1.0,30.0
1731695130.8967083,17,18,278,242,42.0,-2.0,22.5
1731695130.9269862,17,16,278,242,42.0,-2.0,22.5
1731695130.9607975,17,17,278,242,42.0,-2.0,22.5
1731695130.99143,18,17,279,243,41.0,-3.0,15.0
1731695131.027215,18,18,279,243,41.0,-3.0,15.0
1731695131.05994,18,17,279,242,41.0,-2.0,15.0
1731695131.0912616,18,17,279,242,41.0,-2.0,15.0
1731695131.127188,18,16,279,242,41.0,-2.0,15.0
1731695131.1589801,18,17,279,241,41.0,-1.0,15.0
1731695131.1912692,18,18,279,242,41.0,-2.0,15.0
1731695131.2271192,18,17,279,241,41.0,-1.0,15.0
1731695131.2599134,18,17,279,241,41.0,-1.0,15.0
1731695131.2909725,18,16,279,241,41.0,-1.0,15.0
1731695131.3293648,18,16,279,241,41.0,-1.0,15.0
1731695131.3598602,18,17,279,241,41.0,-1.0,15.0
1731695131.3918774,18,17,279,241,41.0,-1.0,15.0
1731695131.4281268,18,17,279,241,41.0,-1.0,15.0
1731695131.459935,18,17,279,241,41.0,-1.0,15.0
1731695131.4917033,18,17,279,242,41.0,-2.0,15.0
1731695131.536682,18,17,279,242,41.0,-2.0,15.0
1731695131.563932,18,18,279,243,41.0,-3.0,15.0
1731695131.5911615,18,16,279,243,41.0,-3.0,15.0
1731695131.6273196,18,18,279,243,41.0,-3.0,15.0
1731695131.660534,18,18,279,243,41.0,-3.0,15.0
1731695131.691277,17,18,279,243,41.0,-3.0,22.5
1731695131.7281437,17,18,279,242,41.0,-2.0,22.5
1731695131.7592187,18,18,281,242,39.0,-2.0,15.0
1731695131.7920992,18,17,281,241,39.0,-1.0,15.0
1731695131.8270538,18,18,281,241,39.0,-1.0,15.0
1731695131.860131,18,17,281,240,39.0,0.0,15.0
1731695131.89211,18,18,281,240,39.0,0.0,15.0
1731695131.9270163,16,18,282,239,38.0,1.0,30.0
1731695131.959778,17,17,282,238,38.0,2.0,22.5
1731695131.991828,18,16,283,238,37.0,2.0,15.0
1731695132.0272052,18,17,283,237,37.0,3.0,15.0
1731695132.0613127,16,16,284,237,36.0,3.0,30.0
1731695132.0911407,16,17,284,236,36.0,4.0,30.0
1731695132.1270943,18,17,285,236,35.0,4.0,15.0
1731695132.159448,18,18,285,236,35.0,4.0,15.0
1731695132.1910663,18,19,287,236,33.0,4.0,15.0
1731695132.2276008,18,18,287,236,33.0,4.0,15.0
1731695132.259565,18,18,287,236,33.0,4.0,15.0
1731695132.2911026,19,17,288,236,32.0,4.0,7.5
1731695132.3271987,18,18,289,237,31.0,3.0,15.0
1731695132.3597286,18,16,289,237,31.0,3.0,15.0
1731695132.3914468,18,18,289,237,31.0,3.0,15.0
1731695132.4271843,20,18,290,237,30.0,3.0,0.0
1731695132.4591913,18,17,291,236,29.0,4.0,15.0
1731695132.4914114,18,18,291,236,29.0,4.0,15.0
1731695132.5275433,19,19,291,235,29.0,5.0,7.5
1731695132.5597003,20,18,292,235,28.0,5.0,0.0
