Timestamp,CPU Usage (%)
1731695044.319512,27.5
1731695044.5225902,3.8
1731695044.725591,6.4
1731695044.928925,11.5
1731695045.1305118,5.2
1731695045.3322387,7.6
1731695045.5333712,8.9
1731695045.7346742,6.4
1731695045.936019,6.5
1731695046.1372526,11.5
1731695046.3382275,30.4
1731695046.539228,28.2
1731695046.7404547,31.3
1731695046.9416556,38.0
1731695047.14281,28.2
1731695047.3441083,11.4
1731695047.54523,19.0
1731695047.7465482,5.1
1731695047.9479988,10.4
1731695048.149516,16.3
1731695048.352273,26.6
1731695048.553491,28.2
1731695048.7547626,38.5
1731695048.9563062,91.2
1731695049.1579773,80.8
1731695049.3643787,92.7
1731695049.5680764,89.9
1731695049.7695312,83.7
1731695049.97077,81.0
1731695050.1722245,66.7
1731695050.3736916,32.9
1731695050.5748973,35.0
1731695050.7760835,41.8
1731695050.9775019,36.4
1731695051.1789784,40.3
1731695051.3802192,52.4
1731695051.581268,38.3
1731695051.7822876,35.9
1731695051.9836535,32.9
1731695052.1849597,32.9
1731695052.3862822,53.8
1731695052.5876443,34.1
1731695052.7892644,35.1
1731695052.990579,40.0
1731695053.1919541,35.9
1731695053.393263,56.2
1731695053.5944862,38.3
1731695053.7956657,36.7
1731695053.9969172,39.5
1731695054.1983206,35.1
1731695054.399681,39.0
1731695054.6008952,51.3
1731695054.8021202,35.9
1731695055.003521,35.1
1731695055.2048028,38.0
1731695055.4060955,35.0
1731695055.607451,54.9
1731695055.808688,35.9
1731695056.010164,33.8
1731695056.2115972,35.9
1731695056.4127147,37.5
1731695056.6139917,44.3
1731695056.8152866,46.8
1731695057.0165238,34.2
1731695057.2178826,34.2
1731695057.4192505,37.5
1731695057.6206152,35.4
1731695057.8233294,33.7
1731695058.0247746,48.1
1731695058.2260165,35.5
1731695058.4272165,39.5
1731695058.6282873,40.7
1731695058.8296173,38.0
1731695059.0309806,56.4
1731695059.2323008,36.7
1731695059.4337091,37.0
1731695059.6348903,38.3
1731695059.8361948,36.7
1731695060.0376792,35.9
1731695060.2389336,35.9
1731695060.4401917,42.2
1731695060.6416728,55.0
1731695060.842913,32.9
1731695061.0442493,35.1
1731695061.2452865,36.4
1731695061.4462638,40.2
1731695061.648253,53.0
1731695061.8495426,37.7
1731695062.0508814,37.2
1731695062.2520583,35.9
1731695062.4533243,38.3
1731695062.6548917,39.0
1731695062.8561776,54.4
1731695063.0572863,33.8
1731695063.2585185,37.5
1731695063.4597266,37.2
1731695063.6610012,38.3
1731695063.8622596,51.9
1731695064.0641978,32.9
1731695064.2656074,34.2
1731695064.4667888,37.5
1731695064.6681333,38.7
