time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731695387.73976,18,18,331,320,-11.0,-80.0,15.0
1731695387.7754383,18,19,331,319,-11.0,-79.0,15.0
1731695387.8005486,18,18,331,320,-11.0,-80.0,15.0
1731695387.8318803,18,18,331,320,-11.0,-80.0,15.0
1731695387.8686,18,18,331,320,-11.0,-80.0,15.0
1731695387.9003046,18,18,331,320,-11.0,-80.0,15.0
1731695387.9304752,18,18,331,320,-11.0,-80.0,15.0
1731695387.967043,20,18,330,320,-10.0,-80.0,0.0
1731695387.9991071,20,19,330,320,-10.0,-80.0,0.0
1731695388.030767,18,19,329,320,-9.0,-80.0,15.0
1731695388.0680623,19,18,328,320,-8.0,-80.0,7.5
1731695388.1000323,20,18,328,318,-8.0,-78.0,0.0
1731695388.1316884,20,19,328,316,-8.0,-76.0,0.0
1731695388.1687915,19,18,327,316,-7.0,-76.0,7.5
1731695388.1997833,18,19,327,313,-7.0,-73.0,15.0
1731695388.2321994,18,17,327,311,-7.0,-71.0,15.0
1731695388.2667892,19,18,326,309,-6.0,-69.0,7.5
1731695388.2988975,20,18,326,306,-6.0,-66.0,0.0
1731695388.3314288,20,17,326,302,-6.0,-62.0,0.0
1731695388.3672748,20,18,326,300,-6.0,-60.0,0.0
1731695388.3995113,19,17,325,297,-5.0,-57.0,7.5
1731695388.432396,18,18,325,295,-5.0,-55.0,15.0
1731695388.4676192,18,18,325,292,-5.0,-52.0,15.0
1731695388.5000343,18,18,325,290,-5.0,-50.0,15.0
1731695388.532285,19,19,324,287,-4.0,-47.0,7.5
1731695388.5673556,19,18,324,285,-4.0,-45.0,7.5
1731695388.5998342,19,18,324,284,-4.0,-44.0,7.5
1731695388.6316,20,18,324,282,-4.0,-42.0,0.0
1731695388.6667936,20,18,324,281,-4.0,-41.0,0.0
1731695388.7033887,20,18,324,279,-4.0,-39.0,0.0
1731695388.7354727,19,18,323,277,-3.0,-37.0,7.5
1731695388.7672846,19,18,323,275,-3.0,-35.0,7.5
1731695388.7994041,19,19,323,273,-3.0,-33.0,7.5
1731695388.8305213,18,18,323,272,-3.0,-32.0,15.0
1731695388.8672078,18,17,323,269,-3.0,-29.0,15.0
1731695388.8997447,18,18,323,267,-3.0,-27.0,15.0
1731695388.9307773,18,18,323,265,-3.0,-25.0,15.0
1731695388.9674368,18,18,323,263,-3.0,-23.0,15.0
1731695388.9993994,18,18,323,262,-3.0,-22.0,15.0
1731695389.0323095,18,18,323,261,-3.0,-21.0,15.0
1731695389.066696,18,18,323,261,-3.0,-21.0,15.0
1731695389.0986001,18,18,323,261,-3.0,-21.0,15.0
1731695389.1320813,18,18,323,260,-3.0,-20.0,15.0
1731695389.1669655,18,18,323,259,-3.0,-19.0,15.0
1731695389.198939,18,18,323,259,-3.0,-19.0,15.0
1731695389.2315457,18,19,323,258,-3.0,-18.0,15.0
1731695389.544602,18,18,323,258,-3.0,-18.0,15.0
1731695389.548486,18,18,323,257,-3.0,-18.0,15.0
1731695389.5535731,19,18,323,257,-3.0,-18.0,15.0
1731695389.5574589,19,18,323,256,-3.0,-16.0,7.5
1731695389.5996616,19,18,324,253,-4.0,-13.0,7.5
1731695389.6310174,19,18,324,253,-4.0,-13.0,7.5
1731695389.6691427,19,18,324,252,-4.0,-12.0,7.5
1731695389.700133,18,18,325,252,-5.0,-12.0,15.0
1731695389.7348843,18,17,325,251,-5.0,-11.0,15.0
1731695389.7808852,18,18,325,251,-5.0,-11.0,15.0
1731695389.7993674,18,18,325,252,-5.0,-12.0,15.0
1731695389.831854,18,17,325,251,-5.0,-11.0,15.0
1731695389.8686888,18,17,325,251,-5.0,-11.0,15.0
1731695389.8995485,18,17,325,251,-5.0,-11.0,15.0
1731695389.9311452,19,18,325,252,-5.0,-12.0,7.5
1731695389.9667032,20,19,326,252,-6.0,-12.0,0.0
1731695389.9994175,19,17,326,253,-6.0,-13.0,7.5
1731695390.0306864,19,19,326,254,-6.0,-14.0,7.5
1731695390.066847,18,17,327,254,-7.0,-14.0,15.0
1731695390.0986807,18,17,327,254,-7.0,-14.0,15.0
1731695390.1310132,18,18,327,255,-7.0,-15.0,15.0
1731695390.1671417,18,18,327,256,-7.0,-16.0,15.0
1731695390.1987844,19,18,327,256,-7.0,-16.0,7.5
1731695390.2307138,20,19,328,255,-8.0,-15.0,0.0
1731695390.2675822,19,19,328,255,-8.0,-15.0,7.5
1731695390.2986953,18,18,329,254,-9.0,-14.0,15.0
1731695390.3306725,18,18,329,254,-9.0,-14.0,15.0
1731695390.3683827,18,18,329,253,-9.0,-13.0,15.0
1731695390.3994176,18,18,329,253,-9.0,-13.0,15.0
1731695390.4319992,19,18,329,253,-9.0,-13.0,7.5
1731695390.4679286,19,18,330,253,-10.0,-13.0,7.5
1731695390.5000987,18,18,331,253,-11.0,-13.0,15.0
1731695390.531147,18,19,331,252,-11.0,-12.0,15.0
1731695390.5674453,18,18,331,252,-11.0,-12.0,15.0
