Timestamp,CPU Usage (%)
1731695644.3739972,26.6
1731695644.5773323,3.8
1731695644.780364,5.2
1731695644.9826944,7.8
1731695645.1840038,11.1
1731695645.3852537,7.7
1731695645.5862637,9.0
1731695645.787388,9.0
1731695645.9886093,10.4
1731695646.1898458,18.3
1731695646.3911097,31.2
1731695646.5922322,30.0
1731695646.7934682,30.0
1731695646.9946132,41.8
1731695647.1958098,32.1
1731695647.3971174,17.5
1731695647.5982676,9.1
1731695647.7995389,7.7
1731695648.0007243,14.3
1731695648.2019305,24.7
1731695648.4031615,29.1
1731695648.6042168,29.5
1731695648.8056273,85.2
1731695649.009186,81.8
1731695649.2114327,89.9
1731695649.4149456,97.5
1731695649.6179857,92.4
1731695649.8210382,72.8
1731695650.0272934,61.3
1731695650.2287536,40.5
1731695650.4299283,36.2
1731695650.6312304,41.2
1731695650.8325686,35.9
1731695651.033871,41.0
1731695651.2351518,51.3
1731695651.4365306,30.9
1731695651.6378615,38.3
1731695651.8392508,34.6
1731695652.0406983,35.9
1731695652.2419572,55.8
1731695652.4432535,40.2
1731695652.6446805,38.3
1731695652.846329,38.7
1731695653.048107,34.2
1731695653.2512627,49.4
1731695653.4525654,42.5
1731695653.6539612,37.5
1731695653.8552697,36.7
1731695654.0565464,35.9
1731695654.258557,51.3
1731695654.4599087,35.0
1731695654.6611526,39.0
1731695654.862519,39.5
1731695655.0638056,35.9
1731695655.265168,35.5
1731695655.4672818,32.9
1731695655.6686144,48.1
1731695655.869796,38.8
1731695656.0710726,43.6
1731695656.2722578,36.4
1731695656.4735515,36.7
1731695656.675081,49.4
1731695656.8762884,45.7
1731695657.0776033,40.3
1731695657.2789743,34.7
1731695657.4809003,35.9
1731695657.6826744,39.5
1731695657.8845305,50.6
1731695658.0857913,36.7
1731695658.2871823,33.8
1731695658.488292,35.5
1731695658.6896684,38.3
1731695658.8909876,46.3
1731695659.092251,41.3
1731695659.2936428,35.1
1731695659.4949214,35.1
1731695659.6962144,40.2
1731695659.8975024,39.0
1731695660.102061,52.5
1731695660.3032486,38.5
1731695660.5045013,33.8
1731695660.7058022,37.5
1731695660.9072385,38.3
1731695661.1085134,45.8
1731695661.3099315,49.4
1731695661.5112686,30.3
1731695661.712494,37.2
1731695661.9136467,37.5
1731695662.114857,37.0
1731695662.3163073,58.8
1731695662.517714,35.9
1731695662.7192822,32.5
1731695662.9205558,38.7
1731695663.1219409,38.3
1731695663.3270957,50.6
1731695663.5282614,46.8
1731695663.7294757,35.5
1731695663.9307296,38.8
1731695664.1319647,38.8
1731695664.333277,42.5
1731695664.5345426,55.7
1731695664.735819,30.3
1731695664.9373071,34.2
1731695665.138554,38.3
1731695665.3401024,38.6
1731695665.5412793,58.2
1731695665.7425091,37.7
1731695665.9437065,36.4
1731695666.1449168,39.0
1731695666.3462546,38.3
1731695666.5478,44.9
1731695666.74921,55.1
1731695666.950686,36.4
1731695667.1520078,36.7
1731695667.3532953,28.7
1731695667.5545235,42.0
1731695667.7558093,56.2
1731695667.95704,35.1
1731695668.1582553,38.3
1731695668.3593006,37.5
1731695668.560726,39.0
1731695668.7619016,38.5
1731695668.9632015,53.8
1731695669.1645193,35.5
1731695669.365764,38.0
1731695669.5670562,40.2
1731695669.768273,37.5
1731695669.969818,52.6
1731695670.1710267,40.5
1731695670.3722732,34.6
1731695670.5735207,38.3
1731695670.7748492,37.5
1731695670.976085,38.0
1731695671.1775825,55.3
1731695671.3787985,38.3
1731695671.5800624,35.8
1731695671.7814925,38.3
1731695671.9827151,38.8
1731695672.1840045,53.2
1731695672.3852677,36.7
1731695672.5865493,38.3
1731695672.7878711,38.6
1731695672.9891229,35.9
1731695673.1905885,48.7
1731695673.3921442,36.4
1731695673.593261,33.8
1731695673.7945936,37.5
1731695673.9957633,34.6
1731695674.196992,55.0
1731695674.3982284,34.2
1731695674.5996175,36.2
1731695674.8009193,38.6
1731695675.0022612,37.5
1731695675.205486,49.4
1731695675.4066722,42.3
1731695675.6080182,31.6
1731695675.809308,33.7
1731695676.0106149,38.7
1731695676.2120059,38.3
1731695676.415604,52.4
1731695676.6168945,42.9
1731695676.8185644,36.2
1731695677.0198421,40.5
1731695677.2211812,38.3
1731695677.4225323,38.5
1731695677.623782,51.9
1731695677.8252406,38.3
1731695678.0264938,38.3
1731695678.2277675,35.4
1731695678.429234,38.8
1731695678.6306167,55.8
1731695678.831859,36.7
1731695679.0332572,37.5
1731695679.2344477,38.3
1731695679.4356935,36.3
1731695679.6370065,52.6
1731695679.8383315,36.7
1731695680.0399103,34.2
1731695680.2412732,37.5
1731695680.442529,39.5
1731695680.64383,58.2
1731695680.8450084,33.3
1731695681.0462162,36.7
1731695681.2472646,36.2
1731695681.4489317,37.2
1731695681.6502109,41.2
1731695681.8513184,53.1
1731695682.0525813,29.3
1731695682.2538633,35.9
1731695682.4550972,38.6
1731695682.6562626,36.3
1731695682.857259,57.5
1731695683.0586085,35.9
1731695683.2601626,31.2
1731695683.4614635,39.5
1731695683.6627874,38.0
1731695683.8645487,49.4
1731695684.06625,36.8
1731695684.2672784,34.6
1731695684.4684966,32.1
1731695684.669804,38.3
1731695684.871247,43.8
1731695685.0727131,48.1
1731695685.2739005,38.0
1731695685.47511,35.9
1731695685.67631,39.5
1731695685.8774931,41.2
1731695686.0789363,51.3
1731695686.2801745,35.9
1731695686.481249,33.8
1731695686.6827226,39.5
1731695686.88395,37.5
1731695687.0852911,41.5
1731695687.286741,53.2
1731695687.4880016,33.8
1731695687.6893256,35.1
1731695687.8906975,37.5
1731695688.0921478,37.8
1731695688.2936919,53.2
1731695688.494891,35.1
1731695688.6962435,35.5
1731695688.897252,35.8
1731695689.0982528,35.0
1731695689.2995176,43.8
1731695689.5008452,46.8
1731695689.70227,34.2
1731695689.9036102,35.0
1731695690.1050062,38.3
1731695690.3063016,38.3
1731695690.5077772,51.3
1731695690.7111409,39.0
1731695690.9123056,35.9
1731695691.1135652,36.7
1731695691.315043,36.6
1731695691.5162847,37.8
1731695691.7175565,53.2
1731695691.9189274,35.1
1731695692.120247,38.3
1731695692.3216043,38.7
1731695692.52295,38.6
1731695692.7244778,55.1
1731695692.9257476,37.2
1731695693.1271493,35.5
1731695693.3286421,39.0
1731695693.530014,38.3
1731695693.731276,55.7
1731695693.932592,35.9
1731695694.1338549,34.2
1731695694.3354883,37.5
1731695694.5367012,39.8
1731695694.7423027,44.6
1731695694.9435654,44.2
1731695695.1449661,33.8
1731695695.3462589,38.0
1731695695.5475295,38.3
1731695695.748736,37.5
1731695695.9501393,35.9
1731695696.1512945,56.4
1731695696.3525133,36.7
1731695696.5537817,37.0
1731695696.7553077,34.1
1731695696.956679,38.3
1731695697.157901,54.7
1731695697.359291,32.5
1731695697.5605743,38.3
1731695697.761916,39.0
1731695697.963267,38.8
1731695698.164491,42.5
1731695698.3658273,50.7
1731695698.5672297,36.7
1731695698.7684693,32.5
1731695698.9696589,39.0
1731695699.1708815,38.8
1731695699.3721414,51.9
1731695699.5732567,35.5
1731695699.7742763,37.0
1731695699.975788,39.0
1731695700.17705,37.5
1731695700.3786554,50.6
1731695700.581026,40.8
1731695700.7822933,37.2
1731695700.9835596,39.5
1731695701.1849976,39.5
1731695701.3862941,34.6
1731695701.587894,53.8
1731695701.7891285,37.2
1731695701.9903169,38.7
1731695702.1916416,38.0
1731695702.3928673,37.5
1731695702.5941727,36.3
1731695702.7952645,55.3
1731695702.9966314,38.3
1731695703.1981485,37.8
1731695703.399259,39.5
1731695703.6005301,38.8
1731695703.8016877,35.5
1731695704.0029078,57.5
1731695704.204187,36.7
1731695704.405257,38.6
1731695704.6065426,36.7
1731695704.8078778,31.2
1731695705.0090873,60.3
1731695705.2103076,37.5
1731695705.4115376,40.2
1731695705.6128228,38.8
1731695705.8141153,37.2
1731695706.0182676,48.7
1731695706.2195847,45.0
1731695706.4208617,37.5
1731695706.6222994,36.7
1731695706.823519,36.7
1731695707.0248175,51.3
1731695707.226104,53.2
1731695707.4275417,38.8
1731695707.6290796,40.2
1731695707.830285,38.0
1731695708.0321593,39.2
1731695708.2338772,44.7
1731695708.4352624,53.7
1731695708.6362786,39.0
1731695708.8376226,37.5
1731695709.0388837,37.2
1731695709.240135,46.2
