time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731696358.4780962,21,18,152,247,100,-7.0,-7.5
1731696358.5124297,22,19,153,247,100,-7.0,-15.0
1731696358.5422525,21,19,152,248,100,-8.0,-7.5
1731696358.573537,21,19,153,248,100,-8.0,-7.5
1731696358.6114457,21,19,153,248,100,-8.0,-7.5
1731696358.641873,20,19,154,248,100,-8.0,0.0
1731696358.673692,20,19,154,248,100,-8.0,0.0
1731696358.709278,21,19,153,248,100,-8.0,-7.5
1731696358.7422922,20,19,154,248,100,-8.0,0.0
1731696358.7738662,21,19,153,248,100,-8.0,-7.5
1731696358.8103123,20,18,154,249,100,-9.0,0.0
1731696358.843506,20,18,154,250,100,-10.0,0.0
1731696358.873469,20,18,154,250,100,-10.0,0.0
1731696358.9133875,20,19,154,250,100,-10.0,0.0
1731696358.9417596,20,19,154,249,100,-9.0,0.0
1731696358.9736745,20,19,154,249,100,-9.0,0.0
1731696359.0124881,20,19,154,249,100,-9.0,0.0
1731696359.0423534,20,19,154,249,100,-9.0,0.0
1731696359.072523,20,19,154,249,100,-9.0,0.0
1731696359.1095,21,19,154,250,100,-10.0,-7.5
1731696359.1414607,21,19,154,250,100,-10.0,-7.5
1731696359.1730685,21,19,154,251,100,-11.0,-7.5
1731696359.2093964,22,19,155,251,100,-11.0,-15.0
1731696359.2417479,22,19,155,251,100,-11.0,-15.0
1731696359.2736309,20,19,156,251,100,-11.0,0.0
1731696359.3100047,20,18,156,252,100,-12.0,0.0
1731696359.341009,21,19,155,252,100,-12.0,-7.5
1731696359.3739557,20,19,156,252,100,-12.0,0.0
1731696359.4107788,20,19,156,253,100,-13.0,0.0
1731696359.4419,20,18,156,253,100,-13.0,0.0
1731696359.473753,21,19,156,250,100,-10.0,-7.5
1731696359.5098069,21,18,156,247,100,-7.0,-7.5
1731696359.5450568,21,19,157,243,100,-3.0,-7.5
1731696359.5737653,20,19,158,240,100,0.0,0.0
1731696359.6126587,21,19,158,239,100,1.0,-7.5
1731696359.6414294,22,19,159,238,100,2.0,-15.0
1731696359.6727085,20,19,160,239,100,1.0,0.0
1731696359.709225,21,19,160,239,100,1.0,-7.5
1731696359.741282,21,20,161,240,100,0.0,-7.5
1731696359.7727244,20,19,162,240,100,0.0,0.0
1731696359.809125,21,19,163,241,100,-1.0,-7.5
1731696359.8411067,20,19,164,242,100,-2.0,0.0
1731696359.8727481,22,19,165,242,100,-2.0,-15.0
1731696359.909976,21,19,166,242,100,-2.0,-7.5
1731696359.9412441,20,19,168,243,100,-3.0,0.0
