Timestamp,CPU Usage (%)
1731695980.0388453,25.6
1731695980.2417803,5.0
1731695980.444982,5.3
1731695980.6481977,10.3
1731695980.8509796,6.5
1731695981.0522542,12.8
1731695981.2535512,9.0
1731695981.4550107,7.7
1731695981.656205,7.7
1731695981.8572648,13.0
1731695982.0582914,31.6
1731695982.2595303,30.4
1731695982.4606903,29.1
1731695982.6619122,38.8
1731695982.8630762,28.6
1731695983.0642555,15.2
1731695983.265839,10.3
1731695983.468931,11.4
1731695983.6716647,16.3
1731695983.8729079,20.5
1731695984.0741556,29.1
1731695984.275264,30.0
1731695984.4765127,79.7
1731695984.6780188,81.9
1731695984.8837051,86.4
1731695985.0854208,97.5
1731695985.291289,83.1
1731695985.4925332,46.8
1731695985.693834,34.6
1731695985.8951843,45.5
1731695986.0966442,38.5
1731695986.2997427,42.3
1731695986.5016997,40.7
1731695986.703055,55.0
1731695986.9042435,35.8
1731695987.105544,36.8
1731695987.306763,32.5
1731695987.5080326,32.9
1731695987.7092662,56.6
1731695987.9104722,46.8
1731695988.111714,38.0
1731695988.313076,35.1
1731695988.51432,38.3
1731695988.7157936,52.5
1731695988.91739,40.2
1731695989.1190808,37.8
1731695989.3206196,35.1
1731695989.5218604,36.7
1731695989.723283,51.3
1731695989.9245255,35.8
1731695990.1257093,37.5
1731695990.3269837,36.7
1731695990.528256,36.7
1731695990.7296336,44.4
1731695990.9311912,48.2
1731695991.1322615,43.8
1731695991.3334746,37.2
1731695991.5346353,35.5
1731695991.7358937,41.2
1731695991.9371128,51.2
1731695992.1382651,43.9
1731695992.3395636,37.2
1731695992.540992,35.9
1731695992.7422442,38.0
1731695992.94326,40.7
1731695993.1445785,53.7
1731695993.3458068,37.5
1731695993.547134,35.1
1731695993.7482665,36.7
1731695993.9495802,38.3
1731695994.1508994,58.0
1731695994.3522956,38.3
1731695994.5537727,35.9
1731695994.7551649,38.0
1731695994.956268,37.5
1731695995.1587808,54.2
1731695995.3599904,38.7
1731695995.5612292,38.0
1731695995.762538,33.8
1731695995.9637375,35.8
1731695996.1649525,39.0
1731695996.366221,42.0
1731695996.5672626,48.1
1731695996.768484,34.6
1731695996.9697025,38.0
1731695997.1712165,34.1
1731695997.3722484,39.8
1731695997.574913,52.5
1731695997.77626,34.6
1731695997.9774983,36.7
1731695998.1787162,36.2
1731695998.3801062,38.3
1731695998.5812721,37.5
1731695998.7822745,35.1
1731695998.9834926,37.5
1731695999.1848323,37.0
1731695999.3862953,56.8
1731695999.5878024,38.8
1731695999.7892926,37.5
1731695999.9906673,36.4
1731696000.192127,34.2
1731696000.3962624,54.2
1731696000.5974698,43.0
1731696000.7987843,38.8
1731696001.0000083,31.6
1731696001.2012815,30.8
1731696001.4026933,38.8
1731696001.6038916,54.9
1731696001.8050723,34.6
1731696002.0062542,36.7
1731696002.2072632,35.1
1731696002.4085133,38.7
1731696002.609833,60.0
1731696002.811222,41.5
1731696003.0122588,37.5
1731696003.2140038,35.1
1731696003.4152567,36.7
1731696003.6165893,38.0
1731696003.81785,58.8
1731696004.0191283,35.8
1731696004.2202795,36.7
1731696004.4215555,28.2
1731696004.6227577,35.9
1731696004.8272798,48.8
1731696005.0287595,46.9
1731696005.2302492,37.0
1731696005.4312675,35.1
1731696005.63227,35.9
1731696005.8336594,42.5
1731696006.0348723,51.9
1731696006.2362914,35.0
1731696006.4375782,35.9
1731696006.6387959,34.2
1731696006.8399732,35.4
1731696007.041228,37.5
1731696007.2422543,35.8
1731696007.4435189,54.5
1731696007.6446958,35.1
1731696007.8461125,35.5
1731696008.0472724,39.5
1731696008.248613,38.3
1731696008.452258,54.3
1731696008.6535976,29.9
1731696008.8551412,33.8
1731696009.056256,35.9
1731696009.2575202,34.6
1731696009.4587152,56.8
1731696009.6607828,37.5
1731696009.861977,35.1
1731696010.0632696,35.9
1731696010.2642598,39.5
1731696010.4654758,60.0
1731696010.6668391,37.2
1731696010.8682888,33.8
1731696011.0698414,34.7
1731696011.2712243,37.5
1731696011.4724703,37.5
1731696011.6738312,44.4
1731696011.8751113,48.7
1731696012.0763252,34.2
1731696012.2778382,37.2
1731696012.4790351,37.5
1731696012.6802838,39.5
1731696012.8815756,58.8
1731696013.0828767,35.1
1731696013.2841847,36.4
1731696013.485407,30.4
1731696013.6872253,39.8
1731696013.8885903,45.0
1731696014.0900893,46.8
1731696014.2912645,35.9
1731696014.4925747,33.3
1731696014.694059,38.3
1731696014.8955138,48.8
1731696015.0967627,53.8
1731696015.2979808,38.0
1731696015.4992633,34.7
1731696015.7005515,40.2
1731696015.9018714,43.2
1731696016.103302,62.0
1731696016.3048847,36.7
1731696016.5061991,35.5
1731696016.7072673,36.7
1731696016.90849,39.5
1731696017.1098516,56.8
1731696017.3111522,40.0
1731696017.5126,35.1
1731696017.7138658,36.7
1731696017.9152448,37.5
1731696018.1170747,59.3
1731696018.3182976,40.7
1731696018.51953,36.4
1731696018.7207844,36.7
1731696018.9221952,34.6
1731696019.126273,46.9
1731696019.327612,55.7
1731696019.5290122,34.6
1731696019.7304742,33.3
1731696019.931685,35.9
1731696020.1329284,38.3
1731696020.334214,63.0
1731696020.535255,39.5
1731696020.7364986,37.2
1731696020.937966,36.4
1731696021.1395376,33.8
1731696021.3410666,69.1
1731696021.5422642,36.7
1731696021.7436612,38.0
1731696021.9449046,36.4
1731696022.1462333,37.2
1731696022.3480015,58.8
1731696022.550229,43.2
1731696022.7515426,38.3
1731696022.9528084,36.7
1731696023.1542273,37.2
1731696023.355505,61.7
1731696023.5567691,41.5
1731696023.757966,36.7
1731696023.95927,38.0
1731696024.1606054,37.2
1731696024.3619227,39.7
1731696024.5632274,57.5
1731696024.7645931,39.0
1731696024.965951,37.5
1731696025.167233,33.8
1731696025.3682554,41.8
1731696025.5692747,64.6
1731696025.7704868,39.0
1731696025.9717994,34.6
1731696026.1732755,37.5
1731696026.3746505,42.9
1731696026.576078,58.8
1731696026.777259,39.5
1731696026.9785223,38.3
1731696027.1797092,38.3
1731696027.381103,35.1
1731696027.582256,67.1
1731696027.783256,39.0
1731696027.9845226,39.5
1731696028.1857712,39.0
1731696028.3870416,38.3
1731696028.58823,81.2
1731696028.7895625,62.5
1731696028.9909394,62.5
1731696029.1925867,62.5
1731696029.3937418,56.8
1731696029.595076,87.3
1731696029.7974403,64.2
1731696029.9988365,55.0
1731696030.20012,37.8
1731696030.4012587,42.0
1731696030.602461,81.0
1731696030.803951,50.0
1731696031.0052526,51.2
1731696031.2062528,45.0
1731696031.407284,50.0
1731696031.6088824,64.2
1731696031.8104146,57.1
1731696032.0120997,43.6
1731696032.2132688,45.7
1731696032.4146826,47.6
1731696032.6161306,46.2
1731696032.8180416,70.4
1731696033.019718,44.0
1731696033.2211015,51.9
1731696033.4222648,45.6
1731696033.6248076,49.4
1731696033.8279886,76.3
1731696034.0292356,44.9
1731696034.230251,48.1
1731696034.4316316,41.8
1731696034.6330144,45.7
1731696034.8342443,72.5
1731696035.0354722,43.0
1731696035.2367535,44.2
1731696035.437932,46.8
1731696035.6391115,46.9
1731696035.840252,46.9
1731696036.0412505,46.2
1731696036.2424862,75.9
1731696036.4439003,48.7
1731696036.6454785,45.6
1731696036.847295,46.9
1731696037.0485845,46.9
1731696037.2499459,50.0
1731696037.4537356,65.0
1731696037.654896,46.2
1731696037.8562434,46.2
1731696038.0572927,46.3
1731696038.2586267,45.7
1731696038.459927,50.6
1731696038.6613657,56.4
1731696038.862617,44.3
1731696039.0638168,45.7
1731696039.2651427,46.9
1731696039.4662883,44.3
1731696039.6676667,71.2
1731696039.8688266,44.9
1731696040.0700886,42.5
1731696040.271254,46.3
1731696040.472279,42.0
1731696040.6735532,69.2
1731696040.8747237,35.1
1731696041.075989,42.7
1731696041.2771697,47.6
1731696041.4782615,46.9
1731696041.6795712,40.5
1731696041.880995,64.1
1731696042.0825796,40.8
1731696042.2845106,46.2
1731696042.485805,44.4
1731696042.6885345,47.5
1731696042.8904698,66.2
1731696043.0917647,39.7
1731696043.2931678,45.0
1731696043.4942603,35.9
1731696043.6952634,47.5
1731696043.8965788,60.8
1731696044.099259,50.6
1731696044.30054,45.5
1731696044.5020409,33.8
1731696044.7035387,42.0
1731696044.9047883,52.4
1731696045.1061175,65.4
1731696045.307655,44.9
1731696045.5088582,44.9
1731696045.7100945,37.5
1731696045.9112663,46.3
1731696046.112584,63.0
1731696046.31725,43.2
1731696046.5183382,45.5
1731696046.719791,42.5
1731696046.9211495,40.0
1731696047.1234272,62.2
1731696047.3249135,46.8
1731696047.5262258,42.3
1731696047.7273953,41.0
1731696047.928548,43.8
1731696048.1298554,52.4
1731696048.3310792,45.7
1731696048.5322726,41.8
1731696048.7335699,41.6
1731696048.9349508,46.3
1731696049.1362627,53.0
1731696049.3372622,60.0
1731696049.5388064,41.2
1731696049.739994,40.8
1731696049.9412518,46.2
1731696050.1425867,48.1
1731696050.3438742,43.9
1731696050.545279,65.0
1731696050.746537,41.6
1731696050.9482877,46.8
1731696051.1522613,46.2
1731696051.3535483,45.0
1731696051.555409,66.3
1731696051.7567456,43.6
1731696051.9579666,35.9
1731696052.1592777,42.3
1731696052.3603125,47.6
1731696052.5628514,62.7
1731696052.764279,48.1
1731696052.965813,46.2
1731696053.167165,46.8
1731696053.3682642,48.1
1731696053.569758,70.5
1731696053.7730148,90.0
1731696053.974285,67.9
1731696054.175714,63.3
1731696054.3768902,70.5
1731696054.5781596,67.9
1731696054.780553,88.9
1731696054.981806,63.6
1731696055.1832213,41.2
1731696055.3845901,44.2
1731696055.5876632,50.6
1731696055.7893374,75.0
1731696055.9908218,47.6
1731696056.1921005,47.5
1731696056.393243,44.7
1731696056.594278,46.8
1731696056.7955835,67.9
1731696056.9972343,53.8
1731696057.1984859,47.6
1731696057.399661,46.2
1731696057.6009057,63.3
1731696057.8042984,70.0
1731696058.0056605,81.0
1731696058.2069993,66.2
1731696058.4091063,78.5
