time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731696030.4566815,20,16,170,242,100,-2.0,0.0
1731696030.4975517,20,17,170,242,100,-2.0,0.0
1731696030.5208871,20,17,170,242,100,-2.0,0.0
1731696030.5593176,19,17,169,243,100,-3.0,7.5
1731696030.587729,18,18,169,243,100,-3.0,15.0
1731696030.619571,20,17,168,241,100,-1.0,0.0
1731696030.6487184,19,17,168,239,100,1.0,7.5
1731696030.6859803,20,17,168,236,100,4.0,0.0
1731696030.7179728,20,18,168,234,100,6.0,0.0
1731696030.7493138,19,17,167,233,100,7.0,7.5
1731696030.7861648,18,18,167,234,100,6.0,15.0
1731696030.8175793,19,18,166,234,100,6.0,7.5
1731696030.8495085,18,17,167,234,100,6.0,15.0
1731696030.8918052,18,17,167,235,100,5.0,15.0
1731696030.9175675,18,18,167,236,100,4.0,15.0
1731696030.9489875,19,18,167,237,100,3.0,7.5
1731696030.985329,19,18,168,238,100,2.0,7.5
1731696031.0177913,18,18,169,238,100,2.0,15.0
1731696031.0500925,20,18,170,239,100,1.0,0.0
1731696031.0862875,19,17,170,239,100,1.0,7.5
1731696031.117272,20,18,172,240,100,0.0,0.0
1731696031.150731,19,18,173,240,100,0.0,7.5
1731696031.185136,19,18,174,240,100,0.0,7.5
1731696031.2167916,20,18,176,240,100,0.0,0.0
1731696031.2498202,20,18,178,240,100,0.0,0.0
1731696031.286287,19,18,179,240,100,0.0,7.5
1731696031.3174045,19,17,181,239,100,1.0,7.5
1731696031.3499038,19,17,183,239,100,1.0,7.5
1731696031.385095,19,17,185,239,100,1.0,7.5
1731696031.4167724,19,18,187,240,100,0.0,7.5
1731696031.4486718,20,17,190,240,100,0.0,0.0
1731696031.484763,20,18,192,241,100,-1.0,0.0
1731696031.5170996,20,17,194,241,100,-1.0,0.0
1731696031.548733,19,17,196,241,100,-1.0,7.5
1731696031.590779,20,17,200,241,100,-1.0,0.0
1731696031.620758,20,17,202,241,100,-1.0,0.0
1731696031.6507468,19,18,204,242,100,-2.0,7.5
1731696031.6869206,19,18,207,242,100,-2.0,7.5
1731696031.7174883,20,17,210,241,100,-1.0,0.0
1731696031.7505543,19,18,212,242,100,-2.0,7.5
1731696031.78497,19,17,215,241,100,-1.0,7.5
1731696031.8167994,20,19,218,242,100,-2.0,0.0
1731696031.8486786,18,18,221,242,99.0,-2.0,15.0
1731696031.8861485,20,18,224,242,96.0,-2.0,0.0
1731696031.9175155,19,18,226,243,94.0,-3.0,7.5
1731696031.9499269,20,18,230,244,90.0,-4.0,0.0
1731696031.9860659,18,18,233,244,87.0,-4.0,15.0
1731696032.0173752,20,17,236,244,84.0,-4.0,0.0
1731696032.0495293,18,18,239,245,81.0,-5.0,15.0
1731696032.0854638,20,18,242,245,78.0,-5.0,0.0
1731696032.1177423,18,18,245,245,75.0,-5.0,15.0
1731696032.150899,20,17,248,245,72.0,-5.0,0.0
1731696032.1857624,18,17,251,245,69.0,-5.0,15.0
1731696032.218109,20,17,254,245,66.0,-5.0,0.0
1731696032.2510648,19,18,257,246,63.0,-6.0,7.5
1731696032.286394,20,17,260,246,60.0,-6.0,0.0
1731696032.3176444,18,17,263,246,57.0,-6.0,15.0
1731696032.3499773,20,18,266,247,54.0,-7.0,0.0
1731696032.3866646,18,18,269,247,51.0,-7.0,15.0
1731696032.4186995,19,17,271,246,49.0,-6.0,7.5
1731696032.4492157,19,17,274,246,46.0,-6.0,7.5
1731696032.485464,18,17,277,246,43.0,-6.0,15.0
1731696032.5182247,19,18,279,246,41.0,-6.0,7.5
1731696032.5486088,19,18,282,246,38.0,-6.0,7.5
1731696032.5858202,19,18,284,246,36.0,-6.0,7.5
1731696032.6223373,18,18,287,246,33.0,-6.0,15.0
1731696032.650012,19,18,289,246,31.0,-6.0,7.5
1731696032.6910117,20,18,292,247,28.0,-7.0,0.0
1731696032.7189474,19,18,294,247,26.0,-7.0,7.5
1731696032.749423,18,18,297,247,23.0,-7.0,15.0
1731696032.785286,18,18,299,247,21.0,-7.0,15.0
1731696032.817806,18,17,301,247,19.0,-7.0,15.0
1731696032.8487103,18,18,303,247,17.0,-7.0,15.0
1731696032.8850887,18,18,305,247,15.0,-7.0,15.0
1731696032.917529,18,18,307,247,13.0,-7.0,15.0
1731696032.9491181,18,18,309,246,11.0,-6.0,15.0
1731696032.985243,18,18,311,246,9.0,-6.0,15.0
1731696033.0168347,19,17,312,246,8.0,-6.0,7.5
1731696033.0486748,20,18,314,247,6.0,-7.0,0.0
1731696033.085249,20,19,316,246,4.0,-6.0,0.0
1731696033.1166303,19,18,317,246,3.0,-6.0,7.5
1731696033.1488373,18,18,319,246,1.0,-6.0,15.0
1731696033.1907043,19,17,320,245,0.0,-5.0,7.5
1731696033.2180264,20,18,322,246,-2.0,-6.0,0.0
1731696033.2500076,19,18,323,246,-3.0,-6.0,7.5
1731696033.2857974,18,18,325,246,-5.0,-6.0,15.0
1731696033.316671,19,19,326,246,-6.0,-6.0,7.5
1731696033.3485324,19,18,327,246,-7.0,-6.0,7.5
1731696033.3857267,18,18,329,246,-9.0,-6.0,15.0
1731696033.4183128,20,18,330,246,-10.0,-6.0,0.0
1731696033.4498842,18,18,331,246,-11.0,-6.0,15.0
1731696033.4856315,20,18,332,245,-12.0,-5.0,0.0
1731696033.517977,18,18,333,245,-13.0,-5.0,15.0
1731696033.5500286,19,18,334,245,-14.0,-5.0,7.5
1731696033.5854774,18,18,335,245,-15.0,-5.0,15.0
1731696033.6260571,19,18,335,245,-15.0,-5.0,7.5
1731696033.6523995,19,18,336,245,-16.0,-5.0,7.5
