time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731698645.8410912,15,16,197,331,100,-91.0,67.5
1731698645.8794682,16,16,198,331,100,-91.0,60.0
1731698645.9037223,16,14,198,330,100,-90.0,60.0
1731698645.9329705,16,15,199,329,100,-89.0,60.0
1731698645.9748282,16,15,200,329,100,-89.0,60.0
1731698646.0017521,16,14,200,329,100,-89.0,60.0
1731698646.0330782,17,15,201,328,100,-88.0,52.5
1731698646.0685632,16,15,202,328,100,-88.0,60.0
1731698646.1006794,16,16,202,328,100,-88.0,60.0
1731698646.1327474,14,14,201,331,100,-91.0,75.0
1731698646.1684396,14,14,201,331,100,-91.0,75.0
1731698646.2009985,15,14,201,331,100,-91.0,67.5
1731698646.232677,14,14,203,330,100,-90.0,75.0
1731698646.26959,15,12,204,329,100,-89.0,67.5
1731698646.3017452,14,13,205,329,100,-89.0,75.0
1731698646.3323505,15,13,206,327,100,-87.0,67.5
1731698646.3696568,14,13,207,326,100,-86.0,75.0
1731698646.4008005,14,14,207,325,100,-85.0,75.0
1731698646.4326718,14,13,209,323,100,-83.0,75.0
1731698646.4697888,16,14,210,322,100,-82.0,60.0
1731698646.5026083,14,14,211,320,100,-80.0,75.0
1731698646.5334368,16,14,212,318,100,-78.0,60.0
1731698646.570243,15,14,212,317,100,-77.0,67.5
1731698646.6018612,14,13,213,316,100,-76.0,75.0
1731698646.633611,14,14,213,317,100,-77.0,75.0
1731698646.6684885,15,14,213,318,100,-78.0,67.5
1731698646.7015462,15,15,213,318,100,-78.0,67.5
1731698646.732588,15,14,213,319,100,-79.0,67.5
1731698646.7699788,16,13,214,317,100,-77.0,60.0
1731698646.8016067,15,13,213,317,100,-77.0,67.5
1731698646.8368826,15,14,213,317,100,-77.0,67.5
1731698646.869062,14,13,213,316,100,-76.0,75.0
1731698646.9024415,14,14,213,316,100,-76.0,75.0
1731698646.9387689,14,14,213,316,100,-76.0,75.0
1731698646.9748776,14,13,213,314,100,-74.0,75.0
1731698647.0047548,12,13,216,314,100,-74.0,90.0
1731698647.0335665,8,9,216,317,100,-77.0,100
1731698647.0694711,12,11,216,316,100,-76.0,90.0
1731698647.1023557,14,13,217,316,100,-76.0,75.0
1731698647.1356554,15,13,217,316,100,-76.0,67.5
1731698647.1740413,16,14,218,318,100,-78.0,60.0
1731698647.2043052,14,12,219,319,100,-79.0,75.0
1731698647.2366927,14,14,220,320,100.0,-80.0,75.0
1731698647.2703311,14,14,221,321,99.0,-81.0,75.0
1731698647.3035398,16,14,222,321,98.0,-81.0,60.0
1731698647.3350782,15,13,222,320,98.0,-80.0,67.5
1731698647.3687022,16,14,224,319,96.0,-79.0,60.0
1731698647.401235,15,13,224,318,96.0,-78.0,67.5
1731698647.4330413,14,14,225,319,95.0,-79.0,75.0
1731698647.4690363,15,14,225,320,95.0,-80.0,67.5
1731698647.500894,14,14,227,320,93.0,-80.0,75.0
1731698647.5379412,14,14,227,320,93.0,-80.0,75.0
1731698647.569702,15,14,228,319,92.0,-79.0,67.5
1731698647.6022904,14,14,229,318,91.0,-78.0,75.0
1731698647.6361978,16,14,230,317,90.0,-77.0,60.0
1731698647.6705174,14,13,231,317,89.0,-77.0,75.0
1731698647.706468,14,14,231,317,89.0,-77.0,75.0
1731698647.733572,13,13,232,316,88.0,-76.0,82.5
1731698647.7713902,16,14,232,316,88.0,-76.0,60.0
1731698647.8016572,14,14,233,316,87.0,-76.0,75.0
1731698647.8329365,14,13,233,316,87.0,-76.0,75.0
1731698647.8692358,14,13,233,315,87.0,-75.0,75.0
1731698647.9050179,14,13,233,314,87.0,-74.0,75.0
1731698647.9374342,14,12,231,310,89.0,-70.0,75.0
1731698647.9737864,14,13,231,303,89.0,-63.0,75.0
1731698648.0086792,14,12,229,296,91.0,-56.0,75.0
1731698648.041408,16,14,228,290,92.0,-50.0,60.0
1731698648.0712047,14,13,227,285,93.0,-45.0,75.0
1731698648.1016264,15,13,226,282,94.0,-42.0,67.5
1731698648.1341898,15,13,226,278,94.0,-38.0,67.5
1731698648.1697345,14,13,225,276,95.0,-36.0,75.0
1731698648.2014573,14,13,225,275,95.0,-35.0,75.0
1731698648.2328942,14,12,223,275,97.0,-35.0,75.0
1731698648.2709668,14,13,223,274,97.0,-34.0,75.0
1731698648.3015814,15,13,222,272,98.0,-32.0,67.5
