time,Width,Height,Center X,Center Y,PID X,PID Y,PID Depth
1731698308.58987,8,7,194,310,100,-70.0,100
1731698308.6228101,10,9,193,310,100,-70.0,100
1731698308.6531286,10,10,191,311,100,-71.0,100
1731698308.6853516,8,10,190,311,100,-71.0,100
1731698308.7204306,8,9,186,310,100,-70.0,100
1731698308.754234,8,8,186,311,100,-71.0,100
1731698308.7849145,12,8,184,310,100,-70.0,90.0
1731698308.820855,12,12,184,308,100,-68.0,90.0
1731698308.853371,16,12,182,308,100,-68.0,60.0
1731698308.8849967,14,12,183,309,100,-69.0,75.0
1731698308.921251,16,13,182,309,100,-69.0,60.0
1731698308.9529645,14,13,181,310,100,-70.0,75.0
1731698308.984896,14,13,180,310,100,-70.0,75.0
1731698309.0213726,16,14,180,311,100,-71.0,60.0
1731698309.05296,15,14,178,313,100,-73.0,67.5
1731698309.0850675,14,13,179,312,100,-72.0,75.0
1731698309.1203933,16,14,178,313,100,-73.0,60.0
1731698309.1531248,16,14,178,314,100,-74.0,60.0
1731698309.1843266,16,14,176,315,100,-75.0,60.0
1731698309.22334,15,14,175,316,100,-76.0,67.5
1731698309.253929,16,14,176,316,100,-76.0,60.0
1731698309.2852812,15,15,174,316,100,-76.0,67.5
1731698309.3228571,16,14,174,317,100,-77.0,60.0
1731698309.3549016,16,14,174,317,100,-77.0,60.0
1731698309.3959365,15,14,173,317,100,-77.0,67.5
1731698309.421089,13,12,172,318,100,-78.0,82.5
1731698309.4537637,14,13,171,317,100,-77.0,75.0
1731698309.4868069,15,15,172,317,100,-77.0,67.5
1731698309.5237498,16,14,172,317,100,-77.0,60.0
1731698309.555445,16,15,172,316,100,-76.0,60.0
1731698309.588073,16,15,172,317,100,-77.0,60.0
1731698309.6210413,15,14,171,318,100,-78.0,67.5
1731698309.6536458,15,15,171,317,100,-77.0,67.5
1731698309.6858008,16,14,170,318,100,-78.0,60.0
1731698309.7214293,15,14,169,319,100,-79.0,67.5
1731698309.753554,15,14,170,318,100,-78.0,67.5
1731698309.7851145,16,14,170,318,100,-78.0,60.0
1731698309.8233287,16,15,170,319,100,-79.0,60.0
1731698309.8536496,14,14,171,320,100,-80.0,75.0
1731698309.8853142,14,14,171,321,100,-81.0,75.0
1731698309.921102,15,13,171,321,100,-81.0,67.5
1731698309.9531693,14,13,172,321,100,-81.0,75.0
1731698309.9847856,12,11,170,322,100,-82.0,90.0
1731698310.0228965,16,14,172,322,100,-82.0,60.0
1731698310.0557158,16,15,172,321,100,-81.0,60.0
1731698310.08602,15,15,172,322,100,-82.0,67.5
1731698310.1230805,16,15,173,323,100,-83.0,60.0
1731698310.1534693,16,15,174,324,100,-84.0,60.0
1731698310.1858656,14,14,173,325,100,-85.0,75.0
1731698310.2218952,15,13,173,326,100,-86.0,67.5
1731698310.2524555,14,14,173,327,100,-87.0,75.0
1731698310.2866976,16,14,174,326,100,-86.0,60.0
1731698310.3228292,14,14,175,327,100,-87.0,75.0
1731698310.355547,16,15,175,327,100,-87.0,60.0
1731698310.3860652,16,15,176,326,100,-86.0,60.0
1731698310.4218216,15,14,175,327,100,-87.0,67.5
1731698310.4528146,14,14,175,327,100,-87.0,75.0
1731698310.4879715,14,14,175,327,100,-87.0,75.0
1731698310.524208,14,14,175,327,100,-87.0,75.0
1731698310.555542,14,14,175,327,100,-87.0,75.0
1731698310.5861878,15,14,175,326,100,-86.0,67.5
1731698310.622783,16,15,174,324,100,-84.0,60.0
1731698310.6531596,15,14,173,319,100,-79.0,67.5
1731698310.6848156,15,14,171,311,100,-71.0,67.5
1731698310.721146,15,14,171,303,100,-63.0,67.5
1731698310.7540462,14,13,171,297,100,-57.0,75.0
1731698310.7864277,16,14,170,293,100,-53.0,60.0
1731698310.821328,16,13,170,288,100,-48.0,60.0
1731698310.8541448,16,14,170,284,100,-44.0,60.0
1731698310.8853822,16,14,170,281,100,-41.0,60.0
1731698310.9215,16,14,170,280,100,-40.0,60.0
1731698310.9531891,14,12,171,281,100,-41.0,75.0
1731698310.9856672,14,14,171,281,100,-41.0,75.0
1731698311.0223236,12,13,172,280,100,-40.0,90.0
1731698311.0524428,16,14,174,279,100,-39.0,60.0
1731698311.0863576,14,14,175,279,100,-39.0,75.0
1731698311.1216574,16,15,176,279,100,-39.0,60.0
1731698311.1540534,14,15,177,279,100,-39.0,75.0
1731698311.185396,15,14,176,279,100,-39.0,67.5
1731698311.2213173,16,15,178,278,100,-38.0,60.0
1731698311.2536433,16,15,180,279,100,-39.0,60.0
1731698311.2855194,14,13,181,279,100,-39.0,75.0
1731698311.32138,14,15,181,278,100,-38.0,75.0
1731698311.352447,16,14,182,279,100,-39.0,60.0
1731698311.3849144,15,15,182,280,100,-40.0,67.5
1731698311.4206178,15,14,183,279,100,-39.0,67.5
1731698311.4526334,15,14,184,278,100,-38.0,67.5
1731698311.4861758,14,14,185,279,100,-39.0,75.0
1731698311.5236247,15,13,186,278,100,-38.0,67.5
1731698311.5576017,16,14,188,278,100,-38.0,60.0
1731698311.5858738,14,13,189,277,100,-37.0,75.0
1731698311.621088,14,14,189,277,100,-37.0,75.0
1731698311.6553037,14,11,189,277,100,-37.0,75.0
1731698311.6863928,12,13,190,276,100,-36.0,90.0
1731698311.7209108,13,12,191,276,100,-36.0,82.5
1731698311.7554374,10,10,192,275,100,-35.0,100
1731698311.7854226,14,12,193,275,100,-35.0,75.0
1731698311.8218844,12,12,194,273,100,-33.0,90.0
1731698311.8546014,10,11,195,269,100,-29.0,100
1731698311.8860533,12,11,196,267,100,-27.0,90.0
1731698311.9214113,12,12,196,265,100,-25.0,90.0
1731698311.9526248,12,11,198,262,100,-22.0,90.0
1731698311.9858754,14,13,201,261,100,-21.0,75.0
1731698312.025076,12,13,202,260,100,-20.0,90.0
1731698312.0542107,14,12,203,259,100,-19.0,75.0
1731698312.0853374,14,12,205,258,100,-18.0,75.0
1731698312.1240075,15,13,206,258,100,-18.0,67.5
1731698312.152754,12,12,208,259,100,-19.0,90.0
1731698312.1857295,14,11,207,258,100,-18.0,75.0
1731698312.221411,14,11,209,258,100,-18.0,75.0
1731698312.2527049,14,12,211,260,100,-20.0,75.0
1731698312.28473,16,14,214,259,100,-19.0,60.0
1731698312.3207295,15,12,214,259,100,-19.0,67.5
1731698312.3525496,12,10,214,258,100,-18.0,90.0
1731698312.3848107,14,14,217,257,100,-17.0,75.0
1731698312.4207802,14,13,217,257,100,-17.0,75.0
1731698312.4528878,14,13,219,258,100,-18.0,75.0
1731698312.4855824,16,14,220,260,100.0,-20.0,60.0
1731698312.5209541,16,13,222,259,98.0,-19.0,60.0
1731698312.5544276,16,14,224,259,96.0,-19.0,60.0
1731698312.5914474,16,14,226,260,94.0,-20.0,60.0
1731698312.6235526,16,12,228,262,92.0,-22.0,60.0
1731698312.6556964,15,14,230,263,90.0,-23.0,67.5
1731698312.6867557,15,14,233,263,87.0,-23.0,67.5
1731698312.7230055,16,15,236,263,84.0,-23.0,60.0
1731698312.7551544,16,15,238,263,82.0,-23.0,60.0
1731698312.7852578,14,14,241,262,79.0,-22.0,75.0
1731698312.8210084,16,14,244,262,76.0,-22.0,60.0
1731698312.8539994,16,14,246,262,74.0,-22.0,60.0
1731698312.8852694,14,14,249,261,71.0,-21.0,75.0
1731698312.9212337,14,14,253,261,67.0,-21.0,75.0
1731698312.95268,14,13,255,259,65.0,-19.0,75.0
1731698312.9850152,16,15,258,259,62.0,-19.0,60.0
1731698313.02216,16,14,262,258,58.0,-18.0,60.0
1731698313.0532033,16,15,264,256,56.0,-16.0,60.0
1731698313.0860295,18,15,267,255,53.0,-15.0,45.0
1731698313.1206508,18,16,271,254,49.0,-14.0,45.0
1731698313.15404,17,15,273,253,47.0,-13.0,52.5
1731698313.1850579,16,15,276,253,44.0,-13.0,60.0
1731698313.224371,15,15,278,253,42.0,-13.0,67.5
1731698313.2533262,16,15,282,253,38.0,-13.0,60.0
1731698313.2848969,18,17,285,254,35.0,-14.0,45.0
1731698313.3210375,16,16,288,254,32.0,-14.0,60.0
1731698313.3526165,16,15,290,254,30.0,-14.0,60.0
1731698313.38499,16,16,293,255,27.0,-15.0,60.0
1731698313.4205954,17,17,295,255,25.0,-15.0,52.5
1731698313.453254,18,16,299,257,21.0,-17.0,45.0
1731698313.4862506,18,16,301,258,19.0,-18.0,45.0
1731698313.5218227,17,16,303,257,17.0,-17.0,52.5
1731698313.5616972,16,16,306,257,14.0,-17.0,60.0
1731698313.584971,17,16,308,257,12.0,-17.0,52.5
1731698313.6217299,18,16,311,256,9.0,-16.0,45.0
1731698313.6530056,18,17,313,254,7.0,-14.0,45.0
1731698313.6855621,17,17,315,253,5.0,-13.0,52.5
1731698313.7218032,18,16,317,253,3.0,-13.0,45.0
1731698313.7530951,18,16,319,253,1.0,-13.0,45.0
1731698313.7848632,17,17,321,253,-1.0,-13.0,52.5
1731698313.8216696,17,18,324,254,-4.0,-14.0,52.5
1731698313.8526747,18,17,327,255,-7.0,-15.0,45.0
1731698313.8850088,18,17,329,255,-9.0,-15.0,45.0
1731698313.9208388,18,16,331,255,-11.0,-15.0,45.0
1731698313.9530702,19,18,332,254,-12.0,-14.0,37.5
1731698313.9854898,18,17,333,252,-13.0,-12.0,45.0
1731698314.0209837,18,18,335,253,-15.0,-13.0,45.0
1731698314.0530117,18,18,337,253,-17.0,-13.0,45.0
1731698314.0852587,18,18,339,253,-19.0,-13.0,45.0
1731698314.1209,18,17,339,254,-19.0,-14.0,45.0
1731698314.153343,18,18,341,255,-21.0,-15.0,45.0
1731698314.1852992,19,19,341,255,-21.0,-15.0,37.5
1731698314.220933,18,18,343,256,-23.0,-16.0,45.0
1731698314.2533975,20,18,344,256,-24.0,-16.0,30.0
1731698314.2850995,19,18,344,255,-24.0,-15.0,37.5
1731698314.3209271,19,19,345,254,-25.0,-14.0,37.5
1731698314.3532243,20,19,346,253,-26.0,-13.0,30.0
1731698314.385517,18,19,347,253,-27.0,-13.0,45.0
1731698314.4207268,19,19,347,254,-27.0,-14.0,37.5
1731698314.4532924,20,20,348,256,-28.0,-16.0,30.0
1731698314.4863768,20,18,348,257,-28.0,-17.0,30.0
1731698314.5221136,19,19,348,258,-28.0,-18.0,37.5
1731698314.5548115,20,19,348,259,-28.0,-19.0,30.0
1731698314.5848217,20,20,348,261,-28.0,-21.0,30.0
1731698314.6209803,20,18,348,261,-28.0,-21.0,30.0
1731698314.6569495,20,20,348,262,-28.0,-22.0,30.0
1731698314.6850414,22,20,347,261,-27.0,-21.0,15.0
1731698314.7261846,20,20,346,261,-26.0,-21.0,30.0
1731698314.7545757,20,20,346,260,-26.0,-20.0,30.0
1731698314.785259,20,21,344,260,-24.0,-20.0,30.0
1731698314.821039,20,19,344,261,-24.0,-21.0,30.0
1731698314.8530974,21,19,343,262,-23.0,-22.0,22.5
1731698314.8849797,20,19,342,263,-22.0,-23.0,30.0
1731698314.9208593,21,19,341,264,-21.0,-24.0,22.5
1731698314.9531765,20,19,340,265,-20.0,-25.0,30.0
1731698314.9850004,22,21,339,266,-19.0,-26.0,15.0
1731698315.0209558,20,18,338,266,-18.0,-26.0,30.0
1731698315.0532525,22,21,337,266,-17.0,-26.0,15.0
1731698315.0848348,21,20,335,267,-15.0,-27.0,22.5
1731698315.122498,20,21,334,266,-14.0,-26.0,30.0
