Timestamp,CPU Usage (%)
1731698211.9157348,16.3
1731698212.1168656,5.1
1731698212.3188405,20.3
1731698212.5210862,3.8
1731698212.7242613,5.2
1731698212.9272587,8.9
1731698213.1304014,5.1
1731698213.3335133,5.2
1731698213.535036,5.2
1731698213.736215,16.3
1731698213.9372864,32.1
1731698214.1385837,30.9
1731698214.339736,24.1
1731698214.5428941,31.3
1731698214.744098,31.6
1731698214.9453578,20.5
1731698215.1465762,12.7
1731698215.3480203,10.1
1731698215.5507534,7.7
1731698215.7526667,17.9
1731698215.954067,30.0
1731698216.155325,31.7
1731698216.356705,48.1
1731698216.5588276,54.4
1731698216.7604067,76.2
1731698216.9617481,67.9
1731698217.1631114,79.5
1731698217.3643544,27.8
1731698217.5655637,11.2
1731698217.7667866,7.7
1731698217.9680555,67.5
1731698218.1729264,70.0
1731698218.3743474,83.7
1731698218.5757322,53.7
1731698218.7770693,45.7
1731698218.9783955,38.8
1731698219.1797965,35.9
1731698219.381198,35.4
1731698219.5823796,42.5
1731698219.7835765,46.8
1731698219.9847672,39.5
1731698220.1861713,38.0
1731698220.3875413,38.2
1731698220.5887434,37.2
1731698220.790049,56.8
1731698220.9912932,38.3
1731698221.192611,39.2
1731698221.3937724,41.6
1731698221.5951374,36.7
1731698221.7965217,55.7
1731698221.9977484,37.8
1731698222.1992297,37.5
1731698222.4006984,38.0
1731698222.6020064,36.7
1731698222.8037536,48.1
1731698223.0065148,31.3
1731698223.2077587,32.1
1731698223.4089854,36.3
1731698223.6104953,38.0
1731698223.8117113,34.6
1731698224.0130036,51.3
1731698224.214372,39.5
1731698224.4157894,37.5
1731698224.6171606,32.9
1731698224.8186255,36.2
1731698225.0197635,53.2
1731698225.220812,35.9
1731698225.4221663,37.0
1731698225.6234798,38.3
1731698225.8247223,37.5
1731698226.026106,50.6
1731698226.2272964,29.3
1731698226.4285934,38.3
1731698226.6297388,40.2
1731698226.831007,36.2
1731698227.0323074,54.4
1731698227.2335606,35.1
1731698227.4349625,38.7
1731698227.6362448,33.8
1731698227.8375008,37.5
1731698228.0387604,36.3
1731698228.2400842,52.6
1731698228.441342,36.4
1731698228.642597,35.1
1731698228.8437438,38.3
1731698229.045019,39.8
1731698229.246211,37.5
1731698229.447446,53.8
1731698229.6487632,35.9
1731698229.8502479,39.5
1731698230.0527086,38.0
1731698230.2539515,39.5
1731698230.45519,53.2
1731698230.6565967,32.5
1731698230.8577466,30.3
1731698231.059094,34.6
1731698231.2604039,37.5
1731698231.4616766,51.8
1731698231.664291,40.5
1731698231.8655448,34.2
1731698232.0667174,35.9
1731698232.2677436,39.0
1731698232.4687445,43.7
1731698232.670169,50.0
1731698232.8716762,36.7
1731698233.0728188,35.9
1731698233.2741385,36.7
1731698233.4753418,42.5
1731698233.676575,50.6
1731698233.8777406,37.8
1731698234.0789793,35.1
1731698234.2803113,34.2
1731698234.4814773,37.5
1731698234.6827157,55.6
1731698234.8839738,39.0
1731698235.0852792,38.8
1731698235.2866755,35.1
1731698235.4881778,35.1
1731698235.6896076,55.0
1731698235.8907523,38.7
1731698236.0919986,38.0
1731698236.2932749,38.3
1731698236.4944675,33.8
1731698236.6957934,50.6
1731698236.8971379,36.7
1731698237.0984337,38.3
1731698237.2997494,39.8
1731698237.5011234,35.9
1731698237.702309,35.9
1731698237.903501,54.4
1731698238.1047492,37.5
1731698238.305992,38.3
1731698238.5072162,34.6
1731698238.708542,35.9
1731698238.9097595,42.5
1731698239.1111758,45.3
1731698239.3124342,37.0
1731698239.5136976,35.8
1731698239.7151291,38.3
1731698239.9163108,40.7
1731698240.117488,50.0
1731698240.3187041,36.7
1731698240.5197268,36.7
1731698240.720729,37.0
1731698240.9221115,38.0
1731698241.1236138,54.4
1731698241.3251061,35.9
1731698241.5262823,34.2
1731698241.7275734,37.5
1731698241.928774,38.3
1731698242.1300316,50.6
1731698242.3313706,37.5
1731698242.5326548,36.4
1731698242.7337189,38.0
1731698242.9347706,36.7
1731698243.1360703,58.0
1731698243.337331,38.0
1731698243.538615,37.2
1731698243.7397635,35.9
1731698243.9411428,34.2
1731698244.1424212,53.7
1731698244.3437712,37.5
1731698244.5452616,35.4
1731698244.7464983,35.9
1731698244.9477513,36.4
1731698245.1490138,32.5
1731698245.3505425,56.1
1731698245.5517373,40.2
1731698245.7529643,38.3
1731698245.9543934,35.9
1731698246.1555564,35.5
1731698246.3567245,57.0
1731698246.558128,38.7
1731698246.759632,38.3
1731698246.9612458,34.6
1731698247.1625924,37.2
1731698247.363784,52.6
1731698247.5647573,36.7
1731698247.7657566,37.8
1731698247.9669962,40.5
1731698248.1682642,37.5
1731698248.3695378,53.8
1731698248.5707598,36.7
1731698248.7721436,34.6
1731698248.973404,38.7
1731698249.174611,38.3
1731698249.375817,51.9
1731698249.5795336,34.6
1731698249.7811308,35.1
1731698249.9826758,38.7
1731698250.1837475,39.0
1731698250.3851373,39.0
1731698250.586426,50.0
1731698250.7877011,36.7
1731698250.9887292,37.5
1731698251.1900294,38.0
1731698251.3912559,38.3
1731698251.5924876,37.5
1731698251.7937665,51.9
1731698251.9951496,35.5
1731698252.196804,34.2
