Timestamp,CPU Usage (%)
1731698415.459851,27.2
1731698415.6634429,3.8
1731698415.8664055,9.0
1731698416.0693898,10.1
1731698416.2720022,6.5
1731698416.4755182,6.6
1731698416.6782825,6.6
1731698416.8797793,7.8
1731698417.0812914,9.0
1731698417.282661,16.7
1731698417.48374,31.2
1731698417.6850135,30.4
1731698417.8860042,29.5
1731698418.087252,39.5
1731698418.2884595,30.4
1731698418.489737,13.7
1731698418.6910229,17.1
1731698418.8922956,8.8
1731698419.0935485,7.9
1731698419.2949996,16.5
1731698419.4973705,26.6
1731698419.698554,32.5
1731698419.8997886,33.8
1731698420.101352,92.5
1731698420.3027697,81.7
1731698420.505008,88.9
1731698420.7105358,96.3
1731698420.92611,76.3
1731698421.1276407,42.3
1731698421.3287792,12.3
1731698421.5300004,12.3
1731698421.7312427,20.3
1731698421.9325163,17.9
1731698422.1338034,14.1
1731698422.3351865,15.0
1731698422.5372515,15.4
1731698422.7385213,11.5
1731698422.9397633,20.3
1731698423.1410527,12.8
1731698423.3424504,11.7
1731698423.54417,22.5
1731698423.746483,56.2
1731698423.947755,37.0
1731698424.1490414,29.5
1731698424.3504732,33.8
1731698424.5516543,30.3
1731698424.7527475,55.0
1731698424.9539857,36.6
1731698425.1552587,35.4
1731698425.3565836,38.3
1731698425.5577297,26.3
1731698425.7587428,50.0
1731698425.9600282,37.0
1731698426.161342,38.7
1731698426.3625536,37.5
1731698426.5637486,34.2
1731698426.7651446,51.3
1731698426.9665377,39.2
1731698427.1678367,37.0
1731698427.369144,40.2
1731698427.5704372,36.4
1731698427.775879,48.1
1731698427.9771347,30.3
1731698428.1785526,35.8
1731698428.3800642,35.0
1731698428.581882,33.7
1731698428.7834241,46.8
1731698428.9847472,38.5
1731698429.1857986,28.6
1731698429.3872118,34.2
1731698429.5883937,39.0
1731698429.7904372,49.4
1731698429.991726,38.0
1731698430.1927547,35.5
1731698430.393749,38.3
1731698430.5949113,39.5
1731698430.796145,38.8
1731698430.997473,53.8
1731698431.19879,36.2
1731698431.400101,36.8
1731698431.6013415,30.8
1731698431.8027232,36.3
1731698432.0041668,40.7
1731698432.205566,48.7
1731698432.4070084,35.1
1731698432.6084201,30.8
1731698432.8097293,30.9
1731698433.01116,40.2
1731698433.2130418,53.2
1731698433.414485,38.8
